user_id,date,traffic_source,device_type,region,variant,visited_site,viewed_product,added_to_cart,started_checkout,completed_payment,time_spent_min,session_count
1318,2025-02-24 21:00:00,Social,Desktop,North,A,1,1,1,0,0,10.07,1
1319,2025-02-24 22:00:00,Organic,Desktop,South,B,1,1,1,0,0,4.52,2
1320,2025-02-24 23:00:00,Organic,Mobile,South,A,1,1,0,0,0,8.54,5
1321,2025-02-25 00:00:00,Organic,Desktop,South,B,1,0,0,0,0,10.16,1
1322,2025-02-25 01:00:00,Organic,Desktop,South,B,1,0,0,0,0,1.94,5
1323,2025-02-25 02:00:00,Referral,Desktop,South,B,1,0,0,0,0,9.61,4
1324,2025-02-25 03:00:00,Organic,Mobile,North,B,1,1,1,1,1,10.93,5
1325,2025-02-25 04:00:00,Referral,Mobile,North,A,1,0,0,0,0,9.0,4
1326,2025-02-25 05:00:00,Organic,Mobile,South,A,1,1,0,0,0,7.85,4
1327,2025-02-25 06:00:00,Organic,Tablet,South,B,1,1,0,0,0,7.57,4
1328,2025-02-25 07:00:00,Social,Mobile,West,A,1,1,0,0,0,7.42,5
1329,2025-02-25 08:00:00,Social,Mobile,North,A,1,1,0,0,0,5.06,4
1330,2025-02-25 09:00:00,Ads,Mobile,East,B,1,0,0,0,0,6.28,4
1331,2025-02-25 10:00:00,Ads,Mobile,North,A,1,1,0,0,0,6.96,3
1332,2025-02-25 11:00:00,Social,Desktop,East,A,1,1,1,1,1,8.28,2
1333,2025-02-25 12:00:00,Organic,Desktop,West,B,1,1,1,0,0,6.61,4
1334,2025-02-25 13:00:00,Referral,Desktop,South,B,1,0,0,0,0,5.83,1
1335,2025-02-25 14:00:00,Referral,Mobile,West,A,1,1,1,0,0,9.9,1
1336,2025-02-25 15:00:00,Social,Desktop,South,B,1,0,0,0,0,8.93,3
1337,2025-02-25 16:00:00,Organic,Mobile,North,B,1,1,1,1,1,6.65,5
1338,2025-02-25 17:00:00,Social,Mobile,South,B,1,1,1,1,0,9.27,5
1339,2025-02-25 18:00:00,Organic,Mobile,East,A,1,1,0,0,0,6.87,5
1340,2025-02-25 19:00:00,Organic,Mobile,East,B,1,1,0,0,0,8.16,4
1341,2025-02-25 20:00:00,Organic,Mobile,West,B,1,1,0,0,0,10.44,5
1342,2025-02-25 21:00:00,Ads,Desktop,North,A,1,1,1,1,1,6.49,5
1343,2025-02-25 22:00:00,Referral,Desktop,East,A,1,1,1,1,1,5.07,2
1344,2025-02-25 23:00:00,Social,Desktop,West,A,1,1,0,0,0,7.64,4
1345,2025-02-26 00:00:00,Social,Mobile,North,A,1,1,1,1,0,4.59,4
1346,2025-02-26 01:00:00,Ads,Mobile,North,A,1,1,1,0,0,7.31,1
1347,2025-02-26 02:00:00,Organic,Mobile,West,B,1,1,1,0,0,7.3,1
1348,2025-02-26 03:00:00,Ads,Tablet,East,A,1,1,1,1,1,1.84,2
1349,2025-02-26 04:00:00,Referral,Desktop,East,B,1,1,1,0,0,9.33,3
1350,2025-02-26 05:00:00,Organic,Desktop,West,A,1,1,1,1,1,7.54,4
1351,2025-02-26 06:00:00,Referral,Mobile,East,B,1,1,1,1,0,10.95,1
1352,2025-02-26 07:00:00,Ads,Desktop,West,B,1,1,0,0,0,8.54,5
1353,2025-02-26 08:00:00,Ads,Mobile,East,A,1,1,1,1,0,9.84,4
1354,2025-02-26 09:00:00,Social,Desktop,East,A,1,0,0,0,0,10.98,4
1355,2025-02-26 10:00:00,Ads,Tablet,West,A,1,1,1,1,1,7.67,4
1356,2025-02-26 11:00:00,Referral,Tablet,West,A,1,0,0,0,0,8.0,1
1357,2025-02-26 12:00:00,Referral,Desktop,East,A,1,1,0,0,0,4.07,2
1358,2025-02-26 13:00:00,Ads,Mobile,West,A,1,1,0,0,0,11.1,1
1359,2025-02-26 14:00:00,Organic,Tablet,East,B,1,1,1,1,1,7.64,5
1360,2025-02-26 15:00:00,Ads,Desktop,South,B,1,0,0,0,0,5.49,5
1361,2025-02-26 16:00:00,Referral,Mobile,North,B,1,1,0,0,0,9.85,3
1362,2025-02-26 17:00:00,Organic,Mobile,North,B,1,1,1,0,0,2.55,1
1363,2025-02-26 18:00:00,Ads,Mobile,East,B,1,0,0,0,0,6.93,1
1364,2025-02-26 19:00:00,Ads,Mobile,North,A,1,1,1,1,0,10.27,3
1365,2025-02-26 20:00:00,Social,Mobile,East,A,1,1,0,0,0,6.91,3
1366,2025-02-26 21:00:00,Organic,Desktop,West,B,1,1,0,0,0,6.21,4
1367,2025-02-26 22:00:00,Social,Mobile,South,B,1,1,1,0,0,6.96,4
1368,2025-02-26 23:00:00,Referral,Mobile,North,A,1,1,0,0,0,2.98,5
1369,2025-02-27 00:00:00,Organic,Desktop,North,A,1,1,0,0,0,9.79,2
1370,2025-02-27 01:00:00,Organic,Desktop,West,A,1,1,1,1,1,7.69,5
1371,2025-02-27 02:00:00,Referral,Desktop,South,A,1,1,1,1,0,7.32,1
1372,2025-02-27 03:00:00,Organic,Mobile,South,B,1,1,1,1,0,7.33,2
1373,2025-02-27 04:00:00,Referral,Tablet,South,B,1,1,0,0,0,8.04,4
1374,2025-02-27 05:00:00,Ads,Tablet,West,A,1,1,1,0,0,9.63,3
1375,2025-02-27 06:00:00,Organic,Mobile,North,A,1,1,0,0,0,7.87,3
1376,2025-02-27 07:00:00,Referral,Mobile,North,B,1,1,1,1,1,4.6,5
1377,2025-02-27 08:00:00,Ads,Desktop,South,B,1,1,1,0,0,9.44,1
1378,2025-02-27 09:00:00,Ads,Desktop,West,B,1,1,0,0,0,9.25,1
1379,2025-02-27 10:00:00,Ads,Tablet,West,A,1,1,0,0,0,8.51,3
1380,2025-02-27 11:00:00,Ads,Desktop,West,B,1,0,0,0,0,10.69,5
1381,2025-02-27 12:00:00,Organic,Desktop,South,A,1,1,1,0,0,8.08,5
1382,2025-02-27 13:00:00,Ads,Desktop,West,A,1,1,1,0,0,10.78,4
1383,2025-02-27 14:00:00,Referral,Mobile,South,A,1,1,0,0,0,11.52,4
1384,2025-02-27 15:00:00,Organic,Mobile,South,B,1,1,1,1,1,9.46,4
1385,2025-02-27 16:00:00,Social,Mobile,South,B,1,0,0,0,0,6.13,2
1386,2025-02-27 17:00:00,Organic,Desktop,East,A,1,1,1,0,0,7.67,5
1387,2025-02-27 18:00:00,Social,Desktop,South,B,1,1,0,0,0,11.1,5
1388,2025-02-27 19:00:00,Organic,Desktop,West,A,1,1,1,1,1,4.26,4
1389,2025-02-27 20:00:00,Referral,Mobile,East,B,1,1,1,0,0,7.02,3
1390,2025-02-27 21:00:00,Ads,Desktop,North,A,1,1,1,1,1,7.14,4
1391,2025-02-27 22:00:00,Organic,Mobile,North,A,1,1,0,0,0,5.84,2
1392,2025-02-27 23:00:00,Organic,Mobile,West,B,1,1,1,1,1,10.18,3
1393,2025-02-28 00:00:00,Organic,Desktop,West,B,1,1,0,0,0,8.94,5
1394,2025-02-28 01:00:00,Ads,Desktop,West,A,1,1,1,1,0,6.22,2
1395,2025-02-28 02:00:00,Organic,Tablet,West,B,1,1,1,1,1,9.51,2
1396,2025-02-28 03:00:00,Social,Mobile,East,A,1,1,1,1,1,7.6,3
1397,2025-02-28 04:00:00,Ads,Mobile,West,A,1,1,1,0,0,5.77,4
1398,2025-02-28 05:00:00,Organic,Mobile,South,A,1,0,0,0,0,6.22,4
1399,2025-02-28 06:00:00,Ads,Mobile,North,A,1,1,0,0,0,9.09,1
1400,2025-02-28 07:00:00,Social,Desktop,West,A,1,0,0,0,0,10.35,3
1401,2025-02-28 08:00:00,Organic,Desktop,South,A,1,1,1,0,0,6.78,4
1402,2025-02-28 09:00:00,Organic,Desktop,West,A,1,1,0,0,0,9.36,2
1403,2025-02-28 10:00:00,Organic,Mobile,South,A,1,1,1,1,0,11.95,4
1404,2025-02-28 11:00:00,Social,Desktop,East,B,1,1,1,1,1,4.85,4
1405,2025-02-28 12:00:00,Social,Mobile,North,B,1,0,0,0,0,8.89,2
1406,2025-02-28 13:00:00,Ads,Desktop,North,A,1,0,0,0,0,10.08,3
1407,2025-02-28 14:00:00,Social,Mobile,East,A,1,1,1,1,1,7.76,1
1408,2025-02-28 15:00:00,Social,Mobile,South,A,1,1,0,0,0,11.1,4
1409,2025-02-28 16:00:00,Ads,Desktop,West,B,1,1,0,0,0,13.5,4
1410,2025-02-28 17:00:00,Referral,Tablet,South,A,1,0,0,0,0,8.86,4
1411,2025-02-28 18:00:00,Organic,Mobile,North,A,1,1,0,0,0,7.42,3
1412,2025-02-28 19:00:00,Organic,Mobile,East,A,1,1,1,1,1,10.44,2
1413,2025-02-28 20:00:00,Organic,Desktop,East,B,1,1,0,0,0,10.11,2
1414,2025-02-28 21:00:00,Organic,Mobile,South,B,1,1,1,0,0,1.7,2
1415,2025-02-28 22:00:00,Ads,Mobile,South,B,1,1,0,0,0,7.99,2
1416,2025-02-28 23:00:00,Referral,Mobile,East,A,1,1,0,0,0,7.01,2
1417,2025-03-01 00:00:00,Organic,Mobile,North,A,1,0,0,0,0,8.99,2
1418,2025-03-01 01:00:00,Organic,Tablet,West,B,1,1,1,0,0,7.52,4
1419,2025-03-01 02:00:00,Ads,Desktop,West,A,1,1,1,1,1,7.79,4
1420,2025-03-01 03:00:00,Referral,Desktop,South,B,1,1,0,0,0,5.84,2
1421,2025-03-01 04:00:00,Organic,Tablet,East,B,1,1,0,0,0,9.84,2
1422,2025-03-01 05:00:00,Ads,Mobile,East,A,1,1,1,1,0,12.14,3
1423,2025-03-01 06:00:00,Organic,Mobile,East,A,1,1,0,0,0,5.88,3
1424,2025-03-01 07:00:00,Organic,Mobile,North,A,1,1,0,0,0,4.51,5
1425,2025-03-01 08:00:00,Referral,Mobile,South,A,1,1,1,0,0,8.05,4
1426,2025-03-01 09:00:00,Referral,Mobile,South,B,1,1,1,0,0,7.93,2
1427,2025-03-01 10:00:00,Organic,Tablet,South,B,1,1,0,0,0,10.93,4
1428,2025-03-01 11:00:00,Referral,Desktop,North,B,1,1,1,1,1,4.93,5
1429,2025-03-01 12:00:00,Ads,Mobile,South,B,1,1,1,1,1,6.66,3
1430,2025-03-01 13:00:00,Referral,Desktop,West,B,1,1,0,0,0,2.63,5
1431,2025-03-01 14:00:00,Ads,Desktop,South,B,1,1,0,0,0,11.44,1
1432,2025-03-01 15:00:00,Ads,Tablet,South,A,1,1,0,0,0,8.63,3
1433,2025-03-01 16:00:00,Ads,Desktop,South,B,1,0,0,0,0,6.84,4
1434,2025-03-01 17:00:00,Social,Desktop,North,A,1,1,1,1,1,4.69,3
1435,2025-03-01 18:00:00,Organic,Desktop,West,A,1,1,0,0,0,4.92,5
1436,2025-03-01 19:00:00,Organic,Desktop,West,B,1,1,0,0,0,9.04,2
1437,2025-03-01 20:00:00,Organic,Desktop,East,B,1,1,1,1,0,5.23,5
1438,2025-03-01 21:00:00,Social,Mobile,East,A,1,1,0,0,0,8.26,5
1439,2025-03-01 22:00:00,Organic,Mobile,West,A,1,1,0,0,0,13.11,2
1440,2025-03-01 23:00:00,Social,Desktop,South,B,1,1,0,0,0,7.13,4
1441,2025-03-02 00:00:00,Referral,Mobile,South,B,1,1,0,0,0,5.6,4
1442,2025-03-02 01:00:00,Organic,Mobile,South,A,1,1,1,1,0,8.96,3
1443,2025-03-02 02:00:00,Social,Desktop,North,B,1,1,1,1,1,4.94,5
1444,2025-03-02 03:00:00,Ads,Mobile,South,B,1,1,0,0,0,12.3,3
1445,2025-03-02 04:00:00,Referral,Desktop,North,B,1,1,0,0,0,11.51,2
1446,2025-03-02 05:00:00,Organic,Desktop,West,B,1,0,0,0,0,7.59,1
1447,2025-03-02 06:00:00,Social,Tablet,South,B,1,0,0,0,0,5.76,4
1448,2025-03-02 07:00:00,Social,Mobile,South,A,1,0,0,0,0,6.94,2
1449,2025-03-02 08:00:00,Referral,Mobile,East,B,1,0,0,0,0,7.26,4
1450,2025-03-02 09:00:00,Social,Desktop,West,B,1,1,0,0,0,8.96,3
1451,2025-03-02 10:00:00,Ads,Desktop,South,A,1,0,0,0,0,10.6,1
1452,2025-03-02 11:00:00,Ads,Tablet,North,A,1,1,1,0,0,5.41,5
1453,2025-03-02 12:00:00,Referral,Mobile,West,B,1,1,1,1,0,10.53,4
1454,2025-03-02 13:00:00,Ads,Mobile,East,B,1,1,1,0,0,9.54,5
1455,2025-03-02 14:00:00,Organic,Tablet,West,A,1,1,0,0,0,6.73,3
1456,2025-03-02 15:00:00,Referral,Mobile,North,B,1,0,0,0,0,5.28,4
1457,2025-03-02 16:00:00,Social,Desktop,East,B,1,1,1,1,1,8.29,3
1458,2025-03-02 17:00:00,Social,Mobile,North,B,1,1,0,0,0,5.35,5
1459,2025-03-02 18:00:00,Organic,Mobile,West,A,1,1,1,1,1,10.56,3
1460,2025-03-02 19:00:00,Social,Mobile,East,B,1,1,1,1,0,5.19,3
1461,2025-03-02 20:00:00,Ads,Mobile,North,B,1,1,1,1,1,9.37,3
1462,2025-03-02 21:00:00,Social,Desktop,West,A,1,0,0,0,0,7.8,2
1463,2025-03-02 22:00:00,Organic,Tablet,North,B,1,1,0,0,0,6.6,2
1464,2025-03-02 23:00:00,Social,Mobile,South,B,1,1,0,0,0,7.74,4
1465,2025-03-03 00:00:00,Referral,Desktop,West,B,1,1,0,0,0,10.7,3
1466,2025-03-03 01:00:00,Organic,Mobile,East,B,1,1,0,0,0,5.02,3
1467,2025-03-03 02:00:00,Referral,Desktop,East,A,1,1,1,0,0,6.97,3
1468,2025-03-03 03:00:00,Ads,Mobile,South,A,1,1,1,1,1,6.12,2
1469,2025-03-03 04:00:00,Referral,Tablet,North,B,1,1,0,0,0,7.9,5
1470,2025-03-03 05:00:00,Social,Desktop,North,B,1,1,0,0,0,6.29,3
1471,2025-03-03 06:00:00,Ads,Desktop,East,B,1,1,1,1,1,3.58,1
1472,2025-03-03 07:00:00,Social,Desktop,North,B,1,1,0,0,0,5.36,4
1473,2025-03-03 08:00:00,Referral,Desktop,West,A,1,1,1,0,0,12.09,2
1474,2025-03-03 09:00:00,Ads,Tablet,West,A,1,1,1,1,1,8.62,5
1475,2025-03-03 10:00:00,Organic,Desktop,East,A,1,0,0,0,0,8.53,1
1476,2025-03-03 11:00:00,Social,Tablet,West,B,1,1,1,1,1,7.29,3
1477,2025-03-03 12:00:00,Social,Desktop,East,B,1,1,0,0,0,7.87,2
1478,2025-03-03 13:00:00,Social,Mobile,North,B,1,1,1,1,1,6.93,3
1479,2025-03-03 14:00:00,Social,Desktop,North,A,1,1,1,1,1,9.32,4
1480,2025-03-03 15:00:00,Ads,Mobile,North,A,1,1,1,1,1,8.25,2
1481,2025-03-03 16:00:00,Social,Desktop,South,A,1,1,1,1,1,5.07,1
1482,2025-03-03 17:00:00,Organic,Mobile,East,A,1,1,1,0,0,8.63,5
1483,2025-03-03 18:00:00,Ads,Desktop,West,A,1,1,1,0,0,1.85,5
1484,2025-03-03 19:00:00,Organic,Mobile,North,B,1,1,1,1,1,9.03,4
1485,2025-03-03 20:00:00,Organic,Mobile,South,B,1,1,0,0,0,4.48,5
1486,2025-03-03 21:00:00,Ads,Mobile,West,B,1,1,1,1,0,7.76,5
1487,2025-03-03 22:00:00,Ads,Tablet,West,A,1,0,0,0,0,5.01,4
1488,2025-03-03 23:00:00,Social,Mobile,West,B,1,1,1,1,1,8.01,1
1489,2025-03-04 00:00:00,Ads,Mobile,North,B,1,0,0,0,0,9.45,2
1490,2025-03-04 01:00:00,Ads,Desktop,West,A,1,1,1,1,0,11.76,2
1491,2025-03-04 02:00:00,Organic,Desktop,East,A,1,1,0,0,0,4.15,4
1492,2025-03-04 03:00:00,Ads,Mobile,South,A,1,1,0,0,0,10.44,3
1493,2025-03-04 04:00:00,Organic,Mobile,West,B,1,1,1,1,0,8.33,4
1494,2025-03-04 05:00:00,Organic,Mobile,West,A,1,1,0,0,0,6.87,4
1495,2025-03-04 06:00:00,Ads,Tablet,East,B,1,1,0,0,0,9.9,4
1496,2025-03-04 07:00:00,Social,Mobile,West,B,1,1,0,0,0,7.41,4
1497,2025-03-04 08:00:00,Ads,Mobile,North,A,1,1,1,0,0,9.79,5
1498,2025-03-04 09:00:00,Ads,Mobile,North,B,1,1,1,0,0,5.52,5
1499,2025-03-04 10:00:00,Ads,Mobile,North,A,1,1,0,0,0,6.42,1
1500,2025-03-04 11:00:00,Referral,Desktop,West,A,1,0,0,0,0,10.36,4
1501,2025-03-04 12:00:00,Ads,Mobile,South,B,1,1,0,0,0,11.71,2
1502,2025-03-04 13:00:00,Ads,Mobile,South,B,1,1,0,0,0,7.91,3
1503,2025-03-04 14:00:00,Organic,Mobile,West,B,1,1,1,1,1,1.03,5
1504,2025-03-04 15:00:00,Organic,Mobile,South,A,1,1,1,0,0,7.5,2
1505,2025-03-04 16:00:00,Ads,Mobile,South,B,1,1,0,0,0,8.08,5
1506,2025-03-04 17:00:00,Ads,Desktop,West,A,1,1,0,0,0,7.42,1
1507,2025-03-04 18:00:00,Ads,Desktop,North,A,1,1,1,1,1,8.84,3
1508,2025-03-04 19:00:00,Ads,Tablet,West,B,1,1,1,1,1,6.81,5
1509,2025-03-04 20:00:00,Ads,Desktop,North,B,1,1,1,1,1,10.1,3
1510,2025-03-04 21:00:00,Social,Desktop,North,B,1,1,0,0,0,5.08,3
1511,2025-03-04 22:00:00,Social,Mobile,South,B,1,0,0,0,0,11.09,2
1512,2025-03-04 23:00:00,Social,Desktop,South,A,1,1,0,0,0,11.88,5
1513,2025-03-05 00:00:00,Referral,Desktop,North,B,1,1,0,0,0,5.72,3
1514,2025-03-05 01:00:00,Organic,Desktop,North,A,1,1,0,0,0,5.72,4
1515,2025-03-05 02:00:00,Organic,Desktop,South,B,1,0,0,0,0,9.03,3
1516,2025-03-05 03:00:00,Organic,Mobile,East,B,1,1,1,1,1,5.03,3
1517,2025-03-05 04:00:00,Ads,Desktop,North,B,1,1,0,0,0,6.77,5
1518,2025-03-05 05:00:00,Referral,Desktop,North,A,1,0,0,0,0,10.76,4
1519,2025-03-05 06:00:00,Organic,Tablet,North,B,1,1,0,0,0,9.84,3
1520,2025-03-05 07:00:00,Referral,Mobile,South,A,1,1,0,0,0,12.95,5
1521,2025-03-05 08:00:00,Organic,Mobile,West,B,1,1,0,0,0,8.43,5
1522,2025-03-05 09:00:00,Referral,Mobile,North,B,1,1,1,0,0,6.47,3
1523,2025-03-05 10:00:00,Ads,Desktop,North,A,1,0,0,0,0,8.13,1
1524,2025-03-05 11:00:00,Organic,Mobile,North,A,1,1,0,0,0,7.62,1
1525,2025-03-05 12:00:00,Ads,Mobile,West,B,1,1,0,0,0,7.66,2
1526,2025-03-05 13:00:00,Organic,Tablet,West,B,1,1,0,0,0,7.94,1
1527,2025-03-05 14:00:00,Organic,Mobile,North,A,1,1,1,1,1,5.67,1
1528,2025-03-05 15:00:00,Organic,Desktop,North,B,1,1,0,0,0,8.71,5
1529,2025-03-05 16:00:00,Social,Mobile,East,A,1,1,1,1,1,4.48,5
1530,2025-03-05 17:00:00,Ads,Desktop,West,B,1,0,0,0,0,6.21,3
1531,2025-03-05 18:00:00,Organic,Desktop,East,A,1,1,1,0,0,7.7,3
1532,2025-03-05 19:00:00,Ads,Tablet,North,A,1,1,1,1,0,2.35,5
1533,2025-03-05 20:00:00,Social,Tablet,North,A,1,1,0,0,0,9.92,3
1534,2025-03-05 21:00:00,Organic,Mobile,North,A,1,1,1,1,0,2.87,5
1535,2025-03-05 22:00:00,Ads,Mobile,North,A,1,1,1,1,1,9.67,1
1536,2025-03-05 23:00:00,Organic,Mobile,South,B,1,1,0,0,0,4.77,3
1537,2025-03-06 00:00:00,Organic,Desktop,South,B,1,1,0,0,0,6.99,1
1538,2025-03-06 01:00:00,Social,Desktop,South,B,1,1,0,0,0,9.3,2
1539,2025-03-06 02:00:00,Organic,Mobile,East,B,1,1,1,1,1,13.5,3
1540,2025-03-06 03:00:00,Ads,Desktop,West,B,1,0,0,0,0,8.29,5
1541,2025-03-06 04:00:00,Social,Mobile,North,B,1,1,0,0,0,3.04,5
1542,2025-03-06 05:00:00,Organic,Desktop,West,B,1,1,1,0,0,10.38,2
1543,2025-03-06 06:00:00,Ads,Tablet,South,B,1,1,1,1,1,7.42,5
1544,2025-03-06 07:00:00,Organic,Mobile,North,B,1,1,1,0,0,8.17,1
1545,2025-03-06 08:00:00,Referral,Mobile,North,A,1,1,0,0,0,9.39,5
1546,2025-03-06 09:00:00,Ads,Mobile,East,A,1,1,1,1,1,2.44,2
1547,2025-03-06 10:00:00,Social,Desktop,West,B,1,0,0,0,0,8.02,4
1548,2025-03-06 11:00:00,Ads,Desktop,East,A,1,1,1,1,0,6.98,4
1549,2025-03-06 12:00:00,Organic,Mobile,South,B,1,1,1,1,0,11.05,1
1550,2025-03-06 13:00:00,Ads,Mobile,West,A,1,1,1,0,0,9.82,4
1551,2025-03-06 14:00:00,Referral,Mobile,South,A,1,1,0,0,0,3.93,5
1552,2025-03-06 15:00:00,Ads,Desktop,East,A,1,1,0,0,0,11.16,2
1553,2025-03-06 16:00:00,Social,Desktop,East,B,1,1,1,1,1,9.12,1
1554,2025-03-06 17:00:00,Referral,Mobile,North,B,1,0,0,0,0,4.13,4
1555,2025-03-06 18:00:00,Organic,Desktop,West,B,1,0,0,0,0,8.14,5
1556,2025-03-06 19:00:00,Organic,Desktop,West,B,1,1,1,0,0,10.59,5
1557,2025-03-06 20:00:00,Ads,Mobile,North,A,1,1,1,1,1,4.96,3
1558,2025-03-06 21:00:00,Ads,Mobile,West,B,1,1,0,0,0,11.44,3
1559,2025-03-06 22:00:00,Social,Desktop,South,A,1,0,0,0,0,4.22,2
1560,2025-03-06 23:00:00,Referral,Tablet,South,B,1,1,1,1,1,6.02,1
1561,2025-03-07 00:00:00,Ads,Mobile,East,A,1,1,1,1,0,5.64,4
1562,2025-03-07 01:00:00,Organic,Mobile,South,A,1,1,1,0,0,11.44,4
1563,2025-03-07 02:00:00,Social,Mobile,West,A,1,1,1,1,1,6.77,5
1564,2025-03-07 03:00:00,Organic,Desktop,North,A,1,1,1,1,1,5.09,4
1565,2025-03-07 04:00:00,Social,Mobile,East,B,1,0,0,0,0,9.11,2
1566,2025-03-07 05:00:00,Ads,Mobile,North,B,1,0,0,0,0,9.65,3
1567,2025-03-07 06:00:00,Social,Desktop,East,A,1,1,1,1,0,9.67,5
1568,2025-03-07 07:00:00,Organic,Desktop,East,B,1,1,1,0,0,7.32,1
1569,2025-03-07 08:00:00,Ads,Mobile,North,B,1,0,0,0,0,8.64,5
1570,2025-03-07 09:00:00,Ads,Mobile,South,A,1,1,1,0,0,6.37,4
1571,2025-03-07 10:00:00,Ads,Desktop,South,B,1,1,0,0,0,12.19,2
1572,2025-03-07 11:00:00,Organic,Mobile,South,B,1,1,1,0,0,10.86,1
1573,2025-03-07 12:00:00,Social,Mobile,South,B,1,0,0,0,0,10.71,5
1574,2025-03-07 13:00:00,Referral,Desktop,North,A,1,1,1,1,0,9.99,4
1575,2025-03-07 14:00:00,Organic,Mobile,West,B,1,1,0,0,0,9.3,5
1576,2025-03-07 15:00:00,Organic,Desktop,East,A,1,0,0,0,0,4.89,1
1577,2025-03-07 16:00:00,Organic,Tablet,North,A,1,1,0,0,0,9.58,4
1578,2025-03-07 17:00:00,Ads,Mobile,South,A,1,0,0,0,0,8.29,3
1579,2025-03-07 18:00:00,Ads,Mobile,South,B,1,1,1,0,0,11.16,1
1580,2025-03-07 19:00:00,Ads,Desktop,North,B,1,1,0,0,0,10.02,3
1581,2025-03-07 20:00:00,Organic,Desktop,East,B,1,1,1,0,0,9.38,3
1582,2025-03-07 21:00:00,Ads,Tablet,North,A,1,1,0,0,0,3.79,4
1583,2025-03-07 22:00:00,Ads,Desktop,North,B,1,1,0,0,0,7.78,5
1584,2025-03-07 23:00:00,Ads,Mobile,West,A,1,0,0,0,0,6.61,5
1585,2025-03-08 00:00:00,Referral,Desktop,North,B,1,1,1,1,0,8.63,2
1586,2025-03-08 01:00:00,Organic,Mobile,West,A,1,0,0,0,0,6.96,1
1587,2025-03-08 02:00:00,Social,Mobile,East,B,1,1,1,1,1,7.31,1
1588,2025-03-08 03:00:00,Ads,Mobile,North,B,1,1,1,1,1,9.15,4
1589,2025-03-08 04:00:00,Ads,Mobile,North,B,1,1,0,0,0,6.92,4
1590,2025-03-08 05:00:00,Social,Desktop,South,A,1,1,0,0,0,8.3,2
1591,2025-03-08 06:00:00,Social,Mobile,North,A,1,1,0,0,0,4.2,2
1592,2025-03-08 07:00:00,Referral,Mobile,South,B,1,0,0,0,0,5.92,3
1593,2025-03-08 08:00:00,Organic,Mobile,South,A,1,1,1,1,1,9.64,2
1594,2025-03-08 09:00:00,Organic,Desktop,South,A,1,1,1,0,0,4.92,5
1595,2025-03-08 10:00:00,Social,Desktop,East,A,1,1,0,0,0,11.11,3
1596,2025-03-08 11:00:00,Ads,Mobile,West,B,1,1,1,0,0,10.44,2
1597,2025-03-08 12:00:00,Organic,Mobile,South,B,1,1,1,0,0,7.33,5
1598,2025-03-08 13:00:00,Organic,Mobile,North,B,1,1,1,1,0,15.5,5
1599,2025-03-08 14:00:00,Organic,Tablet,North,A,1,1,0,0,0,11.11,3
1600,2025-03-08 15:00:00,Referral,Desktop,South,B,1,1,0,0,0,5.63,3
1601,2025-03-08 16:00:00,Organic,Desktop,South,A,1,1,0,0,0,9.87,5
1602,2025-03-08 17:00:00,Organic,Desktop,North,A,1,1,1,1,0,8.16,4
1603,2025-03-08 18:00:00,Organic,Mobile,South,B,1,1,0,0,0,6.06,3
1604,2025-03-08 19:00:00,Ads,Desktop,West,B,1,0,0,0,0,5.33,1
1605,2025-03-08 20:00:00,Organic,Desktop,West,B,1,1,0,0,0,10.49,4
1606,2025-03-08 21:00:00,Ads,Mobile,East,A,1,1,1,1,0,6.51,1
1607,2025-03-08 22:00:00,Organic,Mobile,South,A,1,1,1,1,1,7.75,2
1608,2025-03-08 23:00:00,Social,Desktop,East,B,1,0,0,0,0,5.7,3
1609,2025-03-09 00:00:00,Organic,Tablet,East,A,1,1,1,0,0,6.13,3
1610,2025-03-09 01:00:00,Ads,Mobile,East,B,1,1,0,0,0,7.68,5
1611,2025-03-09 02:00:00,Referral,Desktop,South,B,1,1,1,1,0,8.97,3
1612,2025-03-09 03:00:00,Social,Desktop,East,B,1,1,1,0,0,1.53,1
1613,2025-03-09 04:00:00,Ads,Mobile,West,B,1,1,1,0,0,8.04,4
1614,2025-03-09 05:00:00,Organic,Mobile,East,B,1,1,0,0,0,6.13,2
1615,2025-03-09 06:00:00,Organic,Mobile,West,B,1,1,1,0,0,11.51,4
1616,2025-03-09 07:00:00,Social,Desktop,West,A,1,1,1,1,1,15.36,1
1617,2025-03-09 08:00:00,Referral,Mobile,South,A,1,1,1,0,0,7.1,2
1618,2025-03-09 09:00:00,Social,Mobile,East,B,1,1,1,0,0,3.69,5
1619,2025-03-09 10:00:00,Ads,Desktop,South,B,1,1,1,0,0,8.29,3
1620,2025-03-09 11:00:00,Social,Desktop,West,A,1,0,0,0,0,7.49,3
1621,2025-03-09 12:00:00,Ads,Mobile,North,A,1,1,1,0,0,12.93,5
1622,2025-03-09 13:00:00,Organic,Mobile,East,B,1,0,0,0,0,12.17,1
1623,2025-03-09 14:00:00,Ads,Mobile,South,B,1,1,0,0,0,10.16,5
1624,2025-03-09 15:00:00,Referral,Desktop,North,A,1,0,0,0,0,6.53,1
1625,2025-03-09 16:00:00,Organic,Desktop,East,B,1,1,0,0,0,9.69,2
1626,2025-03-09 17:00:00,Social,Mobile,East,A,1,1,0,0,0,8.66,4
1627,2025-03-09 18:00:00,Organic,Desktop,South,B,1,1,1,0,0,8.6,4
1628,2025-03-09 19:00:00,Ads,Desktop,North,A,1,1,0,0,0,4.1,5
